playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,deathDate,birthDate
abbotfr01,1874,10,22,USA,OH,Versailles,1935,6,11,USA,CA,Los Angeles,Fred,Abbott,Harry Frederick,180,70,R,R,1903-04-25,1905-09-20,abbof101,abbotfr01,1935-06-11,1874-10-22
buddimi01,1970,12,12,USA,OH,Berea,NA,NA,NA,NA,NA,NA,Mike,Buddie,Michael Joseph,210,75,R,R,1998-04-06,2002-05-26,buddm001,buddimi01,NA,1970-12-12
wootesh01,1972,7,24,USA,CA,Glendora,NA,NA,NA,NA,NA,NA,Shawn,Wooten,William Shawn,205,70,R,R,2000-08-19,2005-05-26,woots001,wootesh01,NA,1972-07-24
hockide01,1970,4,2,USA,CA,Torrance,NA,NA,NA,NA,NA,NA,Denny,Hocking,Dennis Lee,180,70,B,R,1993-09-10,2005-09-28,hockd001,hockide01,NA,1970-04-02
taffjo01,1890,6,3,USA,TX,Austin,1961,5,15,USA,TX,Houston,John,Taff,John Gallatin,170,72,R,R,1913-05-11,1913-06-28,taffj101,taffjo01,1961-05-15,1890-06-03
willial02,1914,5,11,USA,AL,Valhermosa Springs,1969,7,19,USA,TX,Groves,Al,Williams,Almon Edward,200,75,R,R,1937-04-19,1938-09-04,willa101,willial02,1969-07-19,1914-05-11
dunnida01,1994,12,20,USA,FL,Orange Park,NA,NA,NA,NA,NA,NA,Dane,Dunning,Dane Anthony,225,76,R,R,2020-08-19,2021-10-03,dunnd001,dunnida01,NA,1994-12-20
trenwge01,1851,NA,NA,USA,PA,Philadelphia,1890,2,1,USA,PA,Philadelphia,George,Trenwith,George W.,NA,NA,NA,NA,1875-04-21,1875-10-28,treng101,trenwge01,1890-02-01,NA
mcdonji02,1872,1,1,USA,PA,Philadelphia,1946,6,2,USA,NJ,Ocean Gate,Malcolm,MacDonald,Malcolm,180,72,R,R,1902-06-02,1902-06-03,mcdoj106,mcdonji02,1946-06-02,1872-01-01
gertelo01,1875,5,4,USA,IL,Chicago,1933,10,20,USA,IL,Chicago,Lou,Gertenrich,Louis Wilhelm,175,68,R,R,1901-09-15,1903-07-21,gertl101,gertelo01,1933-10-20,1875-05-04
delanro01,1984,9,8,USA,NJ,Westwood,NA,NA,NA,NA,NA,NA,Rob,Delaney,Robert James,250,74,L,R,2010-09-04,2011-07-27,delar002,delanro01,NA,1984-09-08
vernojo01,1889,11,25,USA,MA,Mansfield,1955,3,13,USA,PA,Philadelphia,Joe,Vernon,Joseph Henry,160,71,R,R,1912-07-20,1914-05-15,vernj101,vernojo01,1955-03-13,1889-11-25
johnto01,1943,5,22,USA,IN,Terre Haute,NA,NA,NA,NA,NA,NA,Tommy,John,Thomas Edward,180,75,R,L,1963-09-06,1989-05-25,johnt001,johnto01,NA,1943-05-22
kerrbu01,1922,11,6,USA,NY,Astoria,2006,11,7,USA,NY,New York,Buddy,Kerr,John Joseph,175,74,R,R,1943-09-08,1951-09-30,kerrb101,kerrbu01,2006-11-07,1922-11-06
johnspa01,1896,9,2,USA,CT,North Grosvenor Dale,1973,2,14,USA,TX,McAllen,Paul,Johnson,Paul Oscar,160,68,R,R,1920-09-13,1921-10-02,johnp102,johnspa01,1973-02-14,1896-09-02
altroni01,1876,9,15,USA,OH,Cincinnati,1965,1,20,USA,DC,Washington,Nick,Altrock,Nicholas,197,70,B,L,1898-07-14,1933-10-01,altrn101,altroni01,1965-01-20,1876-09-15
nashbi01,1865,6,24,USA,VA,Richmond,1929,11,15,USA,NJ,East Orange,Billy,Nash,William Mitchell,167,68,R,R,1884-08-05,1898-05-28,nashb101,nashbi01,1929-11-15,1865-06-24
solommo01,1900,12,8,USA,NY,New York,1966,6,25,USA,FL,Miami,Mose,Solomon,Mose Hirsch,180,69,L,L,1923-09-30,1923-10-07,solom101,solommo01,1966-06-25,1900-12-08
mizeubi01,1897,6,22,USA,IL,Nokomis,1976,8,27,USA,IL,Decatur,Bill,Mizeur,William Francis,180,72,L,R,1923-09-30,1924-09-13,mizeb101,mizeubi01,1976-08-27,1897-06-22
baderlo01,1888,4,27,USA,IL,Bader,1973,6,2,USA,KS,Le Roy,King,Bader,Lore Verne,175,72,L,R,1912-09-30,1918-07-18,badek101,baderlo01,1973-06-02,1888-04-27
jonesja05,1976,10,17,USA,GA,Marietta,NA,NA,NA,NA,NA,NA,Jason,Jones,Jason Dewey,210,75,B,R,2003-07-23,2003-09-28,jonej004,jonesja04,NA,1976-10-17
zachrpa01,1952,4,24,USA,TX,Richmond,NA,NA,NA,NA,NA,NA,Pat,Zachry,Patrick Paul,180,77,R,R,1976-04-11,1985-05-29,zachp001,zachrpa01,NA,1952-04-24
zimmebr01,1992,11,27,USA,CA,San Francisco,NA,NA,NA,NA,NA,NA,Bradley,Zimmer,Bradley Clarke,185,76,L,R,2017-05-16,2021-10-03,zimmb001,zimmebr01,NA,1992-11-27
priesjo01,1891,6,23,USA,MO,St. Joseph,1979,11,4,USA,DC,Washington,Johnny,Priest,John Gooding,170,71,R,R,1911-05-30,1912-09-07,priej101,priesjo01,1979-11-04,1891-06-23
kanefr01,1895,3,9,USA,MA,Whitman,1962,12,2,USA,MA,Brockton,Frank,Kane,Francis Thomas,175,71,L,R,1915-09-13,1919-04-28,kanef101,kanefr01,1962-12-02,1895-03-09
erickjo01,1967,9,16,USA,IL,Tinley Park,NA,NA,NA,NA,NA,NA,John,Ericks,John Edward,220,79,R,R,1995-06-24,1997-04-28,ericj001,erickjo01,NA,1967-09-16
chrisll01,1893,10,19,USA,NC,Mecklenburg County,1944,12,13,USA,AL,Birmingham,Lloyd,Christenbury,Lloyd Reid,165,67,L,R,1919-09-20,1922-10-01,chril103,chrisll01,1944-12-13,1893-10-19
torrejo02,1993,9,24,Venezuela,Distrito Federal,Caracas,NA,NA,NA,NA,NA,NA,Jose,Torres,Jose Marcos,175,74,L,L,2016-09-22,2017-09-29,torrj001,torrejo02,NA,1993-09-24
smallaa01,1971,11,23,USA,CA,Oxnard,NA,NA,NA,NA,NA,NA,Aaron,Small,Aaron James,200,77,R,R,1994-06-11,2006-06-15,smala001,smallaa01,NA,1971-11-23
cummija01,1904,4,1,USA,PA,Pittsburgh,1962,10,5,USA,PA,West Mifflin,Jack,Cummings,John William,195,72,R,R,1926-09-11,1929-07-18,cummj101,cummija01,1962-10-05,1904-04-01
mckenmi01,1985,3,4,USA,TN,Knoxville,NA,NA,NA,NA,NA,NA,Michael,McKenry,Michael Charles,205,70,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,NA,1985-03-04
majewga01,1980,2,26,USA,TX,Houston,NA,NA,NA,NA,NA,NA,Gary,Majewski,Gary Wayne,200,74,R,R,2004-08-26,2010-07-20,majeg001,majewga01,NA,1980-02-26
curtijo02,1993,4,5,USA,TX,Dallas,NA,NA,NA,NA,NA,NA,John,Curtiss,John Pickens,220,77,R,R,2017-08-25,2021-08-10,curtj003,curtijo02,NA,1993-04-05
willste01,1934,2,9,USA,CA,Fresno,NA,NA,NA,NA,NA,NA,Ted,Wills,Theodore Carl,200,74,L,L,1959-05-24,1965-06-12,willt102,willste01,NA,1934-02-09
hudsoti01,1975,7,14,USA,GA,Columbus,NA,NA,NA,NA,NA,NA,Tim,Hudson,Timothy Adam,175,73,R,R,1999-06-08,2015-10-01,hudst001,hudsoti01,NA,1975-07-14
carpema01,1985,11,26,USA,TX,Galveston,NA,NA,NA,NA,NA,NA,Matt,Carpenter,Matthew Martin,210,76,L,R,2011-06-04,2021-10-03,carpm002,carpema01,NA,1985-11-26
phelpto01,1974,3,4,South Korea,Seoul,Seoul,NA,NA,NA,NA,NA,NA,Tommy,Phelps,Thomas Allen,190,75,L,L,2003-03-31,2005-07-07,phelt002,phelpto01,NA,1974-03-04
steveji01,1889,8,25,USA,MD,Williamsburg,1966,9,25,USA,MD,Baltimore,Jim,Stevens,James Arthur,180,71,R,R,1914-08-24,1914-09-08,stevj101,steveji01,1966-09-25,1889-08-25
grabojo02,1978,11,4,USA,CA,Arcadia,NA,NA,NA,NA,NA,NA,John,Grabow,John William,205,73,L,L,2003-09-14,2011-09-20,grabj002,grabojo02,NA,1978-11-04
cardust01,1987,8,31,USA,FL,Hollywood,NA,NA,NA,NA,NA,NA,Stephen,Cardullo,Stephen Andrew,215,72,R,R,2016-08-26,2017-04-22,cards001,cardust01,NA,1987-08-31
gonzaro01,1996,9,6,USA,FL,Miami,NA,NA,NA,NA,NA,NA,Romy,Gonzalez,Roman A.,215,73,R,R,2021-09-03,2021-09-19,gonzr003,gonzaro01,NA,1996-09-06
woodjo03,1919,10,3,USA,TX,Houston,1985,3,25,USA,TX,Houston,Joe,Wood,Joseph Perry,160,69,R,R,1943-05-02,1943-10-03,woodj101,woodjo03,1985-03-25,1919-10-03
schuljo03,1893,7,24,USA,PA,Pittsburgh,1941,4,13,USA,SC,Columbia,Joe,Schultz,Joseph Charles,172,71,R,R,1912-09-27,1925-10-04,schuj101,schuljo03,1941-04-13,1893-07-24
fulghjo01,1956,6,9,USA,MO,St. Louis,NA,NA,NA,NA,NA,NA,John,Fulgham,John Thomas,205,74,R,R,1979-06-19,1980-08-27,fulgj101,fulghjo01,NA,1956-06-09
halleto01,1937,6,23,USA,IL,Lockport,2004,11,26,USA,CA,Los Angeles,Tom,Haller,Thomas Frank,195,76,L,R,1961-04-11,1972-10-04,hallt102,halleto01,2004-11-26,1937-06-23
ellioju01,1900,10,22,USA,MO,St. Louis,1970,1,7,USA,IN,Terre Haute,Jumbo,Elliott,James Thomas,235,75,R,L,1923-04-21,1934-06-09,ellij103,ellioju01,1970-01-07,1900-10-22
bakerfl01,1916,10,10,USA,VA,Luray,2004,11,16,USA,OH,Youngstown,Floyd,Baker,Floyd Wilton,160,69,L,R,1943-05-04,1955-05-04,bakef103,bakerfl01,2004-11-16,1916-10-10
kellyge01,1895,9,10,USA,CA,San Francisco,1984,10,13,USA,CA,Burlingame,High Pockets,Kelly,George Lange,190,76,R,R,1915-08-18,1932-07-26,kellg101,kellyge01,1984-10-13,1895-09-10
teafoev01,1984,5,15,USA,GA,Alpharetta,NA,NA,NA,NA,NA,NA,Everett,Teaford,Everett James,160,72,L,L,2011-05-17,2015-07-07,teafe001,teafoev01,NA,1984-05-15
thomeji01,1970,8,27,USA,IL,Peoria,NA,NA,NA,NA,NA,NA,Jim,Thome,James Howard,250,76,L,R,1991-09-04,2012-10-03,thomj002,thomeji01,NA,1970-08-27
lutzza01,1986,6,3,USA,PA,Reading,NA,NA,NA,NA,NA,NA,Zach,Lutz,Zachary Craig,220,73,R,R,2012-04-24,2013-09-28,lutzz001,lutzza01,NA,1986-06-03
valenfe01,1960,11,1,Mexico,Sonora,Navojoa,NA,NA,NA,NA,NA,NA,Fernando,Valenzuela,Fernando,180,71,L,L,1980-09-15,1997-07-14,valef001,valenfe01,NA,1960-11-01
coffmsl01,1910,12,11,USA,AL,Veto,2003,5,8,USA,AL,Birmingham,Slick,Coffman,George David,155,72,R,R,1937-05-21,1940-09-17,coffs101,coffmsl01,2003-05-08,1910-12-11
murphjo04,1908,7,14,USA,NY,New York,1970,1,14,USA,NY,New York,Johnny,Murphy,John Joseph,190,74,R,R,1932-05-19,1947-09-16,murpj103,murphjo04,1970-01-14,1908-07-14
portene01,1905,7,6,USA,FL,Apalachicola,1968,6,30,USA,FL,Gainesville,Ned,Porter,Ned Swindell,173,72,R,R,1926-08-07,1927-05-02,portn101,portene01,1968-06-30,1905-07-06
mccread01,1992,12,31,USA,CA,La Verne,NA,NA,NA,NA,NA,NA,Adam,McCreery,Adam Glenn,250,81,L,L,2018-08-09,2018-08-09,mccra001,mccread01,NA,1992-12-31
browebo01,1960,1,10,USA,NY,Jamaica,NA,NA,NA,NA,NA,NA,Bob,Brower,Robert Richard,185,71,R,R,1986-09-03,1989-05-30,browb002,browebo01,NA,1960-01-10
allenho01,1899,6,11,USA,FL,DeLand,1981,7,5,USA,NC,Canton,Horace,Allen,Horace Tanner,187,72,L,R,1919-06-15,1919-09-27,alleh101,allenho01,1981-07-05,1899-06-11
castrju01,1972,6,20,Mexico,Sinaloa,Los Mochis,NA,NA,NA,NA,NA,NA,Juan,Castro,Juan Gabriel,190,71,R,R,1995-09-02,2011-06-04,castj004,castrju01,NA,1972-06-20
radfopa01,1861,10,14,USA,MA,Roxbury,1945,2,21,USA,MA,Boston,Paul,Radford,Paul Revere,148,66,R,R,1883-05-01,1894-09-29,radfp101,radfopa01,1945-02-21,1861-10-14
wedgeer01,1968,1,27,USA,IN,Fort Wayne,NA,NA,NA,NA,NA,NA,Eric,Wedge,Eric Michael,215,75,R,R,1991-10-05,1994-07-29,wedge001,wedgeer01,NA,1968-01-27
mastewa01,1907,3,28,USA,PA,Pen Argyl,1992,7,10,CAN,ON,Ottawa,Walt,Masters,Walter Thomas,180,70,R,R,1931-07-09,1939-08-25,mastw102,mastewa01,1992-07-10,1907-03-28
gaedeed01,1925,6,8,USA,IL,Chicago,1961,6,18,USA,IL,Chicago,Eddie,Gaedel,Edward Carl,65,43,R,L,1951-08-19,1951-08-19,gaede101,gaedeed01,1961-06-18,1925-06-08
knaupco01,1889,8,13,USA,TX,San Antonio,1967,7,6,USA,LA,New Orleans,Cotton,Knaupp,Henry Antone,165,69,R,R,1910-08-30,1911-04-28,knauc101,knaupco01,1967-07-06,1889-08-13
grantma01,1963,10,24,USA,IL,Aurora,NA,NA,NA,NA,NA,NA,Mark,Grant,Mark Andrew,195,74,R,R,1984-04-27,1993-07-26,granm001,grantma01,NA,1963-10-24
cartech01,1982,9,16,USA,CA,Fremont,NA,NA,NA,NA,NA,NA,Chris,Carter,William Christopher,230,72,L,L,2008-06-05,2010-10-03,cartc001,cartech01,NA,1982-09-16
castrlu01,1876,11,25,Colombia,Antioquia,Medellin,1941,9,24,USA,NY,New York,Lou,Castro,Luis Miguel,175,67,R,R,1902-04-23,1902-09-27,castl101,castrlu01,1941-09-24,1876-11-25
jollesm01,1902,1,14,USA,AR,Wesson,1991,11,17,USA,CA,Alameda,Smead,Jolley,Smead Powell,210,75,L,R,1930-04-17,1933-10-01,jolls101,jollesm01,1991-11-17,1902-01-14
campbpa01,1917,9,1,USA,NC,Paw Creek,2006,6,22,USA,NC,Charlotte,Paul,Campbell,Paul McLaughlin,185,70,L,L,1941-04-15,1950-05-14,campp101,campbpa01,2006-06-22,1917-09-01
choihe01,1979,3,16,South Korea,South Jeolla,Hwasun,NA,NA,NA,NA,NA,NA,Hee-Seop,Choi,Hee-Seop,235,77,L,L,2002-09-03,2005-10-02,choih001,choihe01,NA,1979-03-16
bruneja01,1924,7,1,USA,IA,Waterloo,2003,6,24,USA,NE,Lincoln,Jack,Bruner,Jack Raymond,185,73,L,L,1949-09-16,1950-10-01,brunj101,bruneja01,2003-06-24,1924-07-01
willijo01,1890,4,9,USA,OH,Coal Grove,1966,12,4,USA,OH,Ironton,Joe,Willis,Joseph Dank,185,73,R,L,1911-05-03,1913-06-10,willj103,willijo01,1966-12-04,1890-04-09
lambech01,1983,3,8,USA,CA,Burlingame,NA,NA,NA,NA,NA,NA,Chris,Lambert,Christopher Raymond,205,73,R,R,2008-08-26,2009-09-27,lambc001,lambech01,NA,1983-03-08
gardnea01,1884,1,24,USA,IL,Sparta,1943,3,2,USA,IL,Sparta,Earle,Gardner,Earle McClurkin,160,71,R,R,1908-09-18,1912-06-22,garde101,gardnea01,1943-03-02,1884-01-24
milledo02,1886,9,9,USA,NJ,Kearny,1923,9,5,USA,NY,Saranac Lake,Dots,Miller,John Barney,170,71,R,R,1909-04-16,1921-09-27,milld102,milledo02,1923-09-05,1886-09-09
gardnal01,1861,4,28,CAN,ON,Toronto,1926,6,18,USA,MA,Danvers,Alex,Gardner,Alexander,NA,NA,R,NA,1884-05-10,1884-05-10,garda102,gardnal01,1926-06-18,1861-04-28
broutar01,1882,11,25,USA,AL,Montgomery,1959,9,28,USA,SC,Charleston,Art,Brouthers,Arthur Henry,NA,73,R,R,1906-04-14,1906-06-23,broua101,broutar01,1959-09-28,1882-11-25
gillecl01,1900,5,20,USA,IN,Sims,1978,2,27,USA,FL,Bradenton,Claral,Gillenwater,Claral Lewis,187,72,R,R,1923-08-20,1923-09-08,gillc101,gillecl01,1978-02-27,1900-05-20
colliti01,1989,8,21,USA,MA,Worcester,NA,NA,NA,NA,NA,NA,Tim,Collins,Timothy Michael,166,67,L,L,2011-03-31,2019-07-23,collt001,colliti01,NA,1989-08-21
gastfed01,1865,8,1,USA,IL,Chicago,1899,12,1,USA,IL,Chicago,Ed,Gastfield,Edward,155,69,R,NA,1884-08-13,1885-07-11,gaste101,gastfed01,1899-12-01,1865-08-01
ostrobr01,1949,6,17,CAN,ON,Hamilton,NA,NA,NA,NA,NA,NA,Brian,Ostrosser,Brian Leonard,175,72,L,R,1973-08-05,1973-08-13,ostrb101,ostrobr01,NA,1949-06-17
armbrha01,1882,3,20,USA,OH,Liverpool,1953,12,10,USA,OH,Cincinnati,Harry,Armbruster,Harry Gregory,190,70,L,L,1906-04-30,1906-10-03,armbh101,armbrha01,1953-12-10,1882-03-20
coletch01,1944,8,2,USA,NY,Brooklyn,NA,NA,NA,NA,NA,NA,Chris,Coletta,Christopher Michael,190,71,L,L,1972-08-15,1972-10-01,colec102,coletch01,NA,1944-08-02
jacobel01,1892,8,10,USA,MO,Salem,1958,2,10,USA,MO,Salem,Elmer,Jacobs,William Elmer,165,72,R,R,1914-04-23,1927-09-13,jacoe101,jacobel01,1958-02-10,1892-08-10
cabremi01,1983,4,18,Venezuela,Aragua,Maracay,NA,NA,NA,NA,NA,NA,Miguel,Cabrera,Jose Miguel,267,76,R,R,2003-06-20,2021-10-02,cabrm001,cabremi01,NA,1983-04-18
bentora01,1901,9,29,USA,KY,Cannel City,1984,6,7,USA,TX,Mesquite,Rabbit,Benton,Stanley W.,150,67,R,R,1922-09-13,1922-09-19,bentr101,bentora01,1984-06-07,1901-09-29
lennoed02,1897,8,17,USA,PA,Philadelphia,1947,9,13,USA,PA,Philadelphia,Ed,Lennon,Edward Francis,170,71,R,R,1928-06-30,1928-08-02,lenne101,lennoed02,1947-09-13,1897-08-17
clarkbi01,1898,9,27,USA,VA,Portsmouth,1971,8,27,USA,NC,Raleigh,Bill,Clarkson,William Henry,160,71,R,R,1927-05-02,1929-10-06,clarb102,clarkbi02,1971-08-27,1898-09-27
daleybi01,1868,6,27,USA,NY,Poughkeepsie,1922,5,4,USA,NY,Poughkeepsie,Bill,Daley,William,140,67,NA,L,1889-07-17,1891-06-30,daleb101,daleybi01,1922-05-04,1868-06-27
whalebi01,1896,2,10,USA,IN,Indianapolis,1943,3,3,USA,IN,Indianapolis,Bill,Whaley,William Carl,178,71,R,R,1923-04-18,1923-10-06,whalb102,whalebi01,1943-03-03,1896-02-10
stevean01,1994,6,1,USA,LA,Lafayette,NA,NA,NA,NA,NA,NA,Andrew,Stevenson,Andrew Patrick,192,72,L,L,2017-07-23,2021-10-03,steva001,stevean01,NA,1994-06-01
kehnch01,1921,10,30,USA,CA,San Diego,1984,4,5,USA,CA,San Diego,Chet,Kehn,Chester Lawrence,168,71,R,R,1942-04-30,1942-05-12,kehnc101,kehnch01,1984-04-05,1921-10-30
corwial01,1926,12,3,USA,NY,Newburgh,2003,10,23,USA,IL,Geneva,Al,Corwin,Elmer Nathan,170,73,R,R,1951-07-25,1955-05-29,corwa101,corwial01,2003-10-23,1926-12-03
handrve01,1936,11,27,CAN,PE,Charlottetown,2016,11,2,CAN,PE,Charlottetown,Vern,Handrahan,James Vernon,185,74,L,R,1964-04-14,1966-09-21,handv101,handrve01,2016-11-02,1936-11-27
bakerst01,1956,8,30,USA,OR,Eugene,NA,NA,NA,NA,NA,NA,Steve,Baker,Steven Byrne,185,72,R,R,1978-05-25,1983-09-27,bakes101,bakerst01,NA,1956-08-30
karpehe01,1917,12,27,USA,NY,Brooklyn,1995,1,24,USA,CA,San Diego,Herb,Karpel,Herbert,180,69,L,L,1946-04-19,1946-04-20,karph101,karpehe01,1995-01-24,1917-12-27
motaan01,1966,3,4,D.R.,Distrito Nacional,Santo Domingo,NA,NA,NA,NA,NA,NA,Andy,Mota,Andres Alberto,180,70,R,R,1991-08-31,1991-10-06,motaa001,motaan01,NA,1966-03-04
devivbe01,1901,4,19,USA,CA,Oakland,1994,7,5,USA,CA,Oakland,Bernie,DeViveiros,Bernard John,160,67,R,R,1924-09-13,1927-09-14,devib101,devivbe01,1994-07-05,1901-04-19
bemisha01,1874,2,1,USA,NH,Farmington,1947,5,23,USA,OH,Cleveland,Harry,Bemis,Harry Parker,155,66,R,R,1902-04-23,1910-09-16,bemih101,bemisha01,1947-05-23,1874-02-01
trabebi01,1979,9,18,USA,CA,Torrance,NA,NA,NA,NA,NA,NA,Billy,Traber,William Henry,200,77,L,L,2003-04-04,2009-08-06,trabb001,trabebi01,NA,1979-09-18
hargrpi01,1896,1,31,USA,IN,New Haven,1942,10,3,USA,IN,Fort Wayne,Pinky,Hargrave,William McKinley,180,68,B,R,1923-05-18,1933-09-23,hargp101,hargrpi01,1942-10-03,1896-01-31
weilaky01,1986,9,12,USA,NM,Albuquerque,NA,NA,NA,NA,NA,NA,Kyle,Weiland,Kyle Edward,195,76,L,R,2011-07-10,2012-04-24,weilk001,weilaky01,NA,1986-09-12
connest01,1974,4,27,USA,CA,Long Beach,NA,NA,NA,NA,NA,NA,Steve,Connelly,Steven Lee,210,76,R,R,1998-06-28,1998-07-24,conns001,connest01,NA,1974-04-27
vesiaal01,1996,4,11,USA,CA,Alpine,NA,NA,NA,NA,NA,NA,Alex,Vesia,Alexander Victor,209,73,L,L,2020-07-25,2021-10-01,vesia001,vesiaal01,NA,1996-04-11
campbro01,1940,4,5,USA,TN,Chattanooga,NA,NA,NA,NA,NA,NA,Ron,Campbell,Ronald Thomas,180,73,R,R,1964-09-01,1966-09-28,campr101,campbro01,NA,1940-04-05
bullasi01,1863,1,11,United Kingdom,NA,NA,1908,1,14,USA,OH,Cleveland,Sim,Bullas,Simeon Edward,150,67,R,R,1884-05-02,1884-06-23,bulls101,bullasi01,1908-01-14,1863-01-11
deanpa01,1912,8,14,USA,AR,Lucas,1981,3,17,USA,AR,Springdale,Paul,Dean,Paul Dee,175,72,R,R,1934-04-18,1943-05-31,deanp101,deanpa01,1981-03-17,1912-08-14
coxje01,1955,11,9,USA,CA,Los Angeles,NA,NA,NA,NA,NA,NA,Jeff,Cox,Jeffrey Lindon,170,71,R,R,1980-07-01,1981-09-16,cox-j101,coxje01,NA,1955-11-09
sanfofr01,1919,8,9,USA,UT,Garfield,2011,3,15,USA,UT,Salt Lake City,Fred,Sanford,John Frederick,200,73,B,R,1943-05-05,1951-09-14,sanff101,sanfofr01,2011-03-15,1919-08-09
trachst01,1970,10,31,USA,CA,Oxnard,NA,NA,NA,NA,NA,NA,Steve,Trachsel,Stephen Christopher,185,75,R,R,1993-09-19,2008-06-07,tracs001,trachst01,NA,1970-10-31
longsa01,1995,7,8,USA,CA,Fair Oaks,NA,NA,NA,NA,NA,NA,Sammy,Long,Samuel Trenton,185,73,L,L,2021-06-09,2021-09-16,longs002,longsa01,NA,1995-07-08
mcgloly01,1950,3,27,USA,LA,Monroe,1984,8,14,USA,LA,Dubach,Lynn,McGlothen,Lynn Everett,185,74,L,R,1972-06-25,1982-09-19,mcgll101,mcgloly01,1984-08-14,1950-03-27
wilkier01,1956,12,9,USA,MO,St. Louis,NA,NA,NA,NA,NA,NA,Eric,Wilkins,Eric Lamoine,190,73,R,R,1979-04-11,1979-07-23,wilke102,wilkier01,NA,1956-12-09
valdeju01,1956,6,3,D.R.,San Cristobal,San Cristobal,NA,NA,NA,NA,NA,NA,Julio,Valdez,Julio Julian Castillo,160,74,B,R,1980-09-02,1983-04-30,valdj101,valdeju01,NA,1956-06-03
trevibo01,1945,8,15,Mexico,Nuevo Leon,Monterrey,2018,12,5,Mexico,Nuevo Leon,Monterrey,Bobby,Trevino,Carlos,185,74,R,R,1968-05-22,1968-07-06,trevb101,trevibo01,2018-12-05,1945-08-15
holdebi01,1889,9,7,USA,AL,Birmingham,1971,9,14,USA,FL,Pensacola,Bill,Holden,William Paul,170,72,R,R,1913-09-11,1914-09-25,holdb101,holdebi01,1971-09-14,1889-09-07
doylede01,1944,1,17,USA,KY,Glasgow,NA,NA,NA,NA,NA,NA,Denny,Doyle,Robert Dennis,175,69,L,R,1970-04-07,1977-09-30,doyld102,doylede01,NA,1944-01-17
cotteho01,1900,5,22,USA,MO,Holden,1955,8,6,USA,CA,Los Angeles,Hooks,Cotter,Harvey Louis,160,70,L,L,1922-04-15,1924-09-28,cotth101,cotteho01,1955-08-06,1900-05-22
richa01,NA,NA,NA,USA,MA,Boston,NA,NA,NA,NA,NA,NA,NA,Richardson,NA,136,64,NA,NA,1884-07-10,1884-07-10,richu101,richa01,NA,NA
caldwra02,1888,4,26,USA,PA,Corydon Township,1967,8,17,USA,NY,Salamanca,Ray,Caldwell,Raymond Benjamin,190,74,L,R,1910-09-09,1921-09-29,caldr101,caldwra02,1967-08-17,1888-04-26
ranewme01,1938,5,10,USA,GA,Albany,2011,10,18,USA,GA,Valdosta,Merritt,Ranew,Merritt Thomas,170,71,L,R,1962-04-13,1969-09-30,ranem101,ranewme01,2011-10-18,1938-05-10
chacigu01,1980,12,4,Venezuela,Zulia,Maracaibo,NA,NA,NA,NA,NA,NA,Gustavo,Chacin,Gustavo Adolfo,205,71,L,L,2004-09-20,2010-09-30,chacg001,chacigu01,NA,1980-12-04
littlde01,1954,10,4,USA,CA,Santa Monica,NA,NA,NA,NA,NA,NA,Dennis,Littlejohn,Dennis Gerald,200,74,R,R,1978-07-09,1980-10-05,littd101,littlde01,NA,1954-10-04
lowerte01,1970,10,25,USA,CA,Oakland,NA,NA,NA,NA,NA,NA,Terrell,Lowery,Quenton Terrell,180,75,R,R,1997-09-13,2000-10-01,lowet001,lowerte01,NA,1970-10-25
pooleji01,1895,5,12,USA,NC,Taylorsville,1975,1,2,USA,NC,Hickory,Jim,Poole,James Ralph,175,72,L,R,1925-04-14,1927-08-22,poolj101,pooleji01,1975-01-02,1895-05-12
