playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,deathDate,birthDate
gosean01,1990,8,10,USA,CA,Bellflower,NA,NA,NA,NA,NA,NA,Anthony,Gose,Anthony Robert,200,72,L,L,2012-07-17,2021-10-03,gosea001,gosean01,NA,1990-08-10
morhamo01,1937,1,16,USA,CT,Manchester,NA,NA,NA,NA,NA,NA,Moe,Morhardt,Meredith Goodwin,185,73,L,L,1961-09-07,1962-05-19,morhm101,morhamo01,NA,1937-01-16
knoxan01,1864,1,6,USA,PA,Philadelphia,1940,9,14,USA,PA,Philadelphia,Andy,Knox,Andrew Jackson,NA,77,R,R,1890-09-19,1890-10-12,knoxa101,knoxan01,1940-09-14,1864-01-06
lorraan01,1972,8,11,USA,CA,Los Angeles,NA,NA,NA,NA,NA,NA,Andrew,Lorraine,Andrew Jason,195,75,L,L,1994-07-17,2002-09-26,lorra001,lorraan01,NA,1972-08-11
retzeke01,1934,4,30,USA,IL,Wood River,2020,5,17,USA,AZ,Sun City,Ken,Retzer,Kenneth Leo,185,72,L,R,1961-09-09,1964-10-03,retzk101,retzeke01,2020-05-17,1934-04-30
macharo01,1973,6,3,Venezuela,Carabobo,Puerto Cabello,NA,NA,NA,NA,NA,NA,Robert,Machado,Robert Alexis,205,73,R,R,1996-07-24,2004-09-18,machr001,macharo01,NA,1973-06-03
pettyje01,1894,11,23,USA,OK,Orr,1971,10,23,USA,MN,St. Paul,Jesse,Petty,Jesse Lee,195,72,R,L,1921-04-14,1930-09-28,pettj103,pettyje01,1971-10-23,1894-11-23
ujdurje01,1957,3,5,USA,MN,Duluth,NA,NA,NA,NA,NA,NA,Jerry,Ujdur,Gerald Raymond,195,73,R,R,1980-08-17,1984-09-28,ujduj001,ujdurje01,NA,1957-03-05
sperapa01,1893,10,5,USA,PA,Annville,1962,2,22,USA,IA,Cedar Rapids,Paul,Speraw,Paul Bachman,145,68,R,R,1920-09-15,1920-09-15,sperp101,sperapa01,1962-02-22,1893-10-05
blackfr01,1891,9,7,USA,KY,Bowling Green,1975,12,8,USA,KY,Morgantown,Fred,Blackwell,Frederick William,160,70,L,R,1917-09-25,1919-09-28,blacf101,blackfr01,1975-12-08,1891-09-07
benoijo01,1977,7,26,D.R.,Santiago,Santiago,NA,NA,NA,NA,NA,NA,Joaquin,Benoit,Joaquin Antonio,250,76,R,R,2001-08-08,2017-09-07,benoj001,benoijo01,NA,1977-07-26
caseyde01,1858,3,30,USA,NY,Binghamton,1909,1,19,USA,NY,Binghamton,Dennis,Casey,Dennis Patrick,164,69,L,R,1884-08-18,1885-07-24,cased102,caseyde01,1909-01-19,1858-03-30
whitejo01,1909,6,1,USA,GA,Red Oak,1986,10,9,USA,WA,Tacoma,Jo-Jo,White,Joyner Clifford,165,71,L,R,1932-04-15,1944-09-30,whitj104,whitejo01,1986-10-09,1909-06-01
dellaja01,1976,12,17,USA,NY,Mount Kisco,NA,NA,NA,NA,NA,NA,Jason,Dellaero,Jason Christopher,195,74,B,R,1999-09-07,1999-10-03,dellj001,dellaja01,NA,1976-12-17
fernaed01,1918,3,11,USA,CA,Oakland,1968,11,27,USA,CA,Hayward,Ed,Fernandes,Edward Paul,185,69,B,R,1940-06-09,1946-07-07,ferne101,fernaed01,1968-11-27,1918-03-11
orieke01,1972,9,1,USA,PA,West Chester,NA,NA,NA,NA,NA,NA,Kevin,Orie,Kevin Leonard,210,76,R,R,1997-04-01,2002-09-26,oriek001,orieke01,NA,1972-09-01
moskapa01,1953,12,20,USA,MO,St. Joseph,NA,NA,NA,NA,NA,NA,Paul,Moskau,Paul Richard,200,74,R,R,1977-06-21,1983-05-31,moskp101,moskapa01,NA,1953-12-20
somered01,1853,3,1,USA,PA,Philadelphia,1877,10,1,CAN,ON,London,Ed,Somerville,Edward G.,158,67,R,R,1875-04-21,1876-10-05,somee101,somered01,1877-10-01,1853-03-01
valenjo02,1967,2,18,USA,NY,Mineola,NA,NA,NA,NA,NA,NA,John,Valentin,John William,170,72,R,R,1992-07-27,2002-09-29,valej002,valenjo02,NA,1967-02-18
grossro01,1989,9,16,USA,CA,San Diego,NA,NA,NA,NA,NA,NA,Robbie,Grossman,Robert Edward,209,72,B,L,2013-04-24,2021-10-02,grosr001,grossro01,NA,1989-09-16
geltzst01,1987,11,1,USA,NY,Newfane,NA,NA,NA,NA,NA,NA,Steve,Geltz,Steven Andrew,210,70,R,R,2012-08-16,2016-09-27,gelts001,geltzst01,NA,1987-11-01
vanbuty01,1963,10,7,USA,CA,Oakland,NA,NA,NA,NA,NA,NA,Ty,Van Burkleo,Tyler Lee,230,77,L,L,1993-07-28,1994-07-30,vanbt001,vanbuty01,NA,1963-10-07
hahnfr01,1929,2,16,USA,NY,Nyack,1984,8,16,USA,NY,Valhalla,Fred,Hahn,Frederick Aloys,174,75,R,L,1952-04-19,1952-04-19,hahnf101,hahnfr01,1984-08-16,1929-02-16
wieneja01,1894,3,10,USA,PA,Saltsburg,1933,3,16,USA,MI,Pleasant Ridge,Jack,Wieneke,John,182,72,R,L,1921-07-04,1921-08-22,wienj101,wieneja01,1933-03-16,1894-03-10
hallsch01,1863,1,22,Sweden,NA,Jonkoping,1949,5,6,USA,IL,Chicago,Charlie,Hallstrom,Charles Emil,NA,NA,NA,NA,1885-09-23,1885-09-23,hallc102,hallsch01,1949-05-06,1863-01-22
bautijo01,1964,7,26,D.R.,Peravia,Bani,NA,NA,NA,NA,NA,NA,Jose,Bautista,Jose Joaquin,177,73,R,R,1988-04-09,1997-09-25,bautj001,bautijo01,NA,1964-07-26
shielst01,1958,11,30,USA,AL,Gadsden,NA,NA,NA,NA,NA,NA,Steve,Shields,Stephen Mack,220,77,R,R,1985-06-01,1989-06-19,shies001,shielst01,NA,1958-11-30
bellco99,1903,5,17,USA,MS,Starkville,1991,3,7,USA,MO,St. Louis,Cool Papa,Bell,James Thomas,155,72,B,L,NA,NA,bellj103,bellco99,1991-03-07,1903-05-17
crawfst01,1958,4,29,USA,OK,Pryor,NA,NA,NA,NA,NA,NA,Steve,Crawford,Steven Ray,225,77,R,R,1980-09-02,1991-10-05,craws001,crawfst01,NA,1958-04-29
lowelmi01,1974,2,24,P.R.,NA,San Juan,NA,NA,NA,NA,NA,NA,Mike,Lowell,Michael Averett,195,76,R,R,1998-09-13,2010-10-02,lowem001,lowelmi01,NA,1974-02-24
stoneti01,1901,9,18,USA,GA,Macon,1960,1,1,USA,FL,Jacksonville,Tige,Stone,William Arthur,145,68,R,R,1923-08-23,1923-10-07,stont101,stoneti01,1960-01-01,1901-09-18
lawrebr02,1976,5,14,USA,CO,Fort Collins,NA,NA,NA,NA,NA,NA,Brian,Lawrence,Brian Michael,195,72,R,R,2001-04-15,2007-09-17,lawrb001,lawrebr02,NA,1976-05-14
simonal01,1981,5,8,D.R.,Santiago,Santiago,NA,NA,NA,NA,NA,NA,Alfredo,Simon,Alfredo,265,78,R,R,2008-09-06,2016-09-05,simoa001,simonal01,NA,1981-05-08
hernaro01,1964,11,11,P.R.,NA,Santurce,NA,NA,NA,NA,NA,NA,Roberto,Hernandez,Roberto Manuel,220,76,R,R,1991-09-02,2007-09-25,hernr001,hernaro01,NA,1964-11-11
estevca01,1992,12,28,D.R.,Distrito Nacional,Santo Domingo,NA,NA,NA,NA,NA,NA,Carlos,Estevez,Carlos Samuel,277,78,R,R,2016-04-23,2021-10-03,estec001,estevca01,NA,1992-12-28
juddos01,1908,2,14,CAN,ON,London,1995,12,27,CAN,ON,Ingersoll,Oscar,Judd,Thomas William Oscar,180,72,L,L,1941-04-16,1948-05-11,juddo101,juddos01,1995-12-27,1908-02-14
millafe01,1943,8,21,P.R.,NA,Yabucoa,NA,NA,NA,NA,NA,NA,Felix,Millan,Felix Bernardo,172,71,R,R,1966-06-02,1977-08-12,millf105,millafe01,NA,1943-08-21
wetheje01,1963,10,18,USA,CA,Granada Hills,NA,NA,NA,NA,NA,NA,Jeff,Wetherby,Jeffrey Barret,195,74,L,L,1989-06-07,1989-10-01,wethj001,wetheje01,NA,1963-10-18
brosisc01,1966,8,15,USA,OR,Hillsboro,NA,NA,NA,NA,NA,NA,Scott,Brosius,Scott David,200,73,R,R,1991-08-07,2001-10-06,bross001,brosisc01,NA,1966-08-15
ryanbj01,1975,12,28,USA,LA,Bossier City,NA,NA,NA,NA,NA,NA,B. J.,Ryan,Robert Victor,230,78,L,L,1999-07-28,2009-07-05,ryanb001,ryanb.01,NA,1975-12-28
thompsa01,1860,3,5,USA,IN,Danville,1922,11,7,USA,MI,Detroit,Sam,Thompson,Samuel Luther,207,74,L,R,1885-07-02,1906-09-10,thoms103,thompsa01,1922-11-07,1860-03-05
ebeldi99,1966,3,20,USA,CA,Barstow,NA,NA,NA,NA,NA,NA,Dino,Ebel,Dino Alex,178,70,R,R,NA,NA,ebeld801,NA,NA,1966-03-20
shielbe01,1903,6,17,USA,NC,Huntersville,1982,1,24,USA,SC,Woodruff,Ben,Shields,Benjamin Cowan,195,73,R,L,1924-04-17,1931-05-23,shieb101,shielbe01,1982-01-24,1903-06-17
rohege01,1874,9,15,USA,OH,Cincinnati,1957,6,10,USA,OH,Cincinnati,George,Rohe,George Anthony,165,69,R,R,1901-05-07,1907-10-06,roheg101,rohege01,1957-06-10,1874-09-15
wrighme01,1928,5,11,USA,AR,Manila,1983,5,16,USA,TX,Houston,Mel,Wright,Melvin James,210,75,R,R,1954-04-17,1961-07-18,wrigm101,wrighme01,1983-05-16,1928-05-11
hudsoda02,1994,9,15,USA,TN,Dunlap,NA,NA,NA,NA,NA,NA,Dakota,Hudson,Dakota Ryan,215,77,R,R,2018-07-28,2021-10-01,hudsd002,hudsoda02,NA,1994-09-15
ramsemi02,1960,7,8,USA,GA,Thomson,NA,NA,NA,NA,NA,NA,Mike,Ramsey,Michael James,170,72,B,L,1987-04-06,1987-10-03,ramsm002,ramsemi02,NA,1960-07-08
santado01,1992,8,5,D.R.,Distrito Nacional,Santo Domingo,NA,NA,NA,NA,NA,NA,Domingo,Santana,Domingo Alberto,232,77,R,R,2014-07-01,2020-08-29,santd002,santado01,NA,1992-08-05
hassljo01,1905,4,7,USA,AR,Fort Smith,1971,9,4,USA,OK,Duncan,Joe,Hassler,Joseph Frederick,165,72,R,R,1928-05-26,1930-09-16,hassj101,hassljo01,1971-09-04,1905-04-07
searske01,1917,7,6,USA,IL,Streator,1968,7,17,USA,TX,Bridgeport,Ken,Sears,Kenneth Eugene,200,73,L,R,1943-05-02,1946-07-03,seark101,searske01,1968-07-17,1917-07-06
meltoru01,1917,2,27,USA,NC,Cramerton,1971,9,11,USA,SC,Greer,Rube,Melton,Reuben Franklin,205,77,R,R,1941-04-17,1947-06-03,meltr101,meltoru01,1971-09-11,1917-02-27
pyleha01,1905,11,29,USA,NE,Burchard,1993,1,13,USA,NE,Beatrice,Harlan,Pyle,Harlan Albert,180,74,R,R,1928-09-21,1928-09-22,pyleh101,pyleha01,1993-01-13,1905-11-29
maxcybr01,1971,5,4,USA,MS,Amory,NA,NA,NA,NA,NA,NA,Brian,Maxcy,David Brian,170,73,R,R,1995-05-26,1996-04-25,maxcb001,maxcybr01,NA,1971-05-04
jackshe01,1861,6,23,USA,IN,Union City,1932,9,14,USA,IL,Chicago,Henry,Jackson,Henry Everett,185,74,R,R,1887-09-13,1887-09-28,jackh101,jackshe01,1932-09-14,1861-06-23
kingcu01,1970,10,25,USA,PA,Norristown,NA,NA,NA,NA,NA,NA,Curtis,King,Curtis Albert,200,77,R,R,1997-08-01,1999-06-20,kingc001,kingcu01,NA,1970-10-25
henrifr01,1899,5,8,USA,OH,Cincinnati,1959,5,1,USA,PA,Philadelphia,Fritz,Henrich,Frank Wilde,160,70,L,L,1924-04-19,1924-09-13,henrf101,henrifr01,1959-05-01,1899-05-08
nunezle01,1982,3,15,D.R.,Monsenor Nouel,Bonao,NA,NA,NA,NA,NA,NA,Juan Carlos,Oviedo,Juan Carlos,195,74,R,R,2005-05-09,2014-07-19,nunel001,nunezle01,NA,1982-03-15
viteljo01,1908,4,12,USA,PA,McKees Rocks,1967,2,7,USA,PA,Pittsburgh,Joe,Vitelli,Antonio Joseph,195,73,R,R,1944-05-21,1945-05-30,vitej101,viteljo01,1967-02-07,1908-04-12
forstte01,1952,1,14,USA,SD,Sioux Falls,NA,NA,NA,NA,NA,NA,Terry,Forster,Terry Jay,200,75,L,L,1971-04-11,1986-10-02,forst001,forstte01,NA,1952-01-14
lewisdu01,1888,4,18,USA,CA,San Francisco,1979,6,17,USA,NH,Salem,Duffy,Lewis,George Edward,165,70,R,R,1910-04-16,1921-06-06,lewid101,lewisdu01,1979-06-17,1888-04-18
carneed01,1916,10,21,USA,MO,Springfield,2016,11,4,USA,OK,Ringling,Eddie,Carnett,Edwin Elliott,185,72,L,L,1941-04-19,1945-07-07,carne101,carneed01,2016-11-04,1916-10-21
smajscr01,1962,6,19,USA,TX,Houston,NA,NA,NA,NA,NA,NA,Craig,Smajstrla,Craig Lee,165,69,B,R,1988-09-06,1988-09-27,smajc001,smajscr01,NA,1962-06-19
gorniha01,1911,1,14,USA,NY,Niagara Falls,1996,2,16,USA,FL,Riviera Beach,Hank,Gornicki,Henry Frank,145,73,R,R,1941-04-17,1946-09-24,gornh101,gorniha01,1996-02-16,1911-01-14
applefr01,1879,5,9,USA,PA,Williamsport,1968,4,21,USA,PA,Williamsport,Fred,Applegate,Frederick Romaine,180,74,R,R,1904-09-30,1904-10-10,applf101,applefr01,1968-04-21,1879-05-09
connojo02,1861,7,NA,USA,NH,Nashua,1905,11,14,USA,NH,Nashua,John,Connor,John,170,73,NA,NA,1884-07-26,1885-08-24,connj105,connojo02,1905-11-14,NA
woodsja01,1981,9,3,USA,CA,Fresno,NA,NA,NA,NA,NA,NA,Jake,Woods,Jacob Thomas,190,73,L,L,2005-04-08,2008-09-18,woodj002,woodsja01,NA,1981-09-03
velanjo01,1975,1,12,Venezuela,Distrito Federal,Caracas,NA,NA,NA,NA,NA,NA,Jorge,Velandia,Jorge Luis,160,69,R,R,1997-06-20,2008-07-13,velaj001,velanjo01,NA,1975-01-12
tejedan01,1998,5,1,D.R.,Peravia,Bani,NA,NA,NA,NA,NA,NA,Anderson,Tejeda,Anderson Alexander,200,72,B,R,2020-08-06,2021-04-16,tejea001,tejedan01,NA,1998-05-01
bradydo01,1969,11,23,USA,IL,Jacksonville,NA,NA,NA,NA,NA,NA,Doug,Brady,Stephen Douglas,165,71,B,R,1995-09-05,1995-10-01,bradd001,bradydo01,NA,1969-11-23
lampkto01,1964,3,4,USA,OH,Cincinnati,NA,NA,NA,NA,NA,NA,Tom,Lampkin,Thomas Michael,180,71,L,R,1988-09-10,2002-09-28,lampt001,lampkto01,NA,1964-03-04
schmiko01,1984,8,2,USA,CA,Santa Rosa,NA,NA,NA,NA,NA,NA,Konrad,Schmidt,Konrad Albert,230,70,R,R,2010-09-13,2012-10-01,schmk001,schmiko01,NA,1984-08-02
grubehe01,1863,12,14,USA,CT,Hamden,1932,9,26,USA,CT,New Haven,Henry,Gruber,Henry John,155,69,R,R,1887-07-28,1891-10-02,grubh101,grubehe01,1932-09-26,1863-12-14
sosajo02,1978,4,28,D.R.,Distrito Nacional,Santo Domingo,NA,NA,NA,NA,NA,NA,Jorge,Sosa,Jorge Bolivar,220,74,R,R,2002-04-04,2010-10-02,sosaj002,sosajo02,NA,1978-04-28
mansklo01,1884,7,4,USA,WI,Milwaukee,1963,4,27,USA,WI,Milwaukee,Lou,Manske,Louis Hugo,NA,72,L,L,1906-08-31,1906-09-07,mansl101,mansklo01,1963-04-27,1884-07-04
ryanbr01,1982,3,26,USA,CA,Los Angeles,NA,NA,NA,NA,NA,NA,Brendan,Ryan,Brendan Wood,190,73,R,R,2007-06-02,2016-06-14,ryanb002,ryanbr01,NA,1982-03-26
walkemi02,1965,6,23,USA,TX,Houston,NA,NA,NA,NA,NA,NA,Mike,Walker,Michael Aaron,205,75,R,R,1992-06-16,1992-07-06,walkm002,walkemi02,NA,1965-06-23
reillar01,1891,8,17,USA,IL,Alton,1963,11,29,USA,OH,Columbus,Arch,Reilly,Archer Edwin,163,70,R,R,1917-06-01,1917-06-01,reila101,reillar01,1963-11-29,1891-08-17
fienelo01,1884,12,29,USA,IA,Fort Dodge,1964,12,22,USA,IL,Chicago,Lou,Fiene,Louis Henry,175,72,R,R,1906-04-21,1909-08-15,fienl101,fienelo01,1964-12-22,1884-12-29
igarary01,1979,5,28,Japan,Chiba,Chiba,NA,NA,NA,NA,NA,NA,Ryota,Igarashi,Ryota,200,71,R,R,2010-04-08,2012-08-12,igarr001,igarary01,NA,1979-05-28
britoju01,1979,11,7,D.R.,Santiago Rodriguez,Moncion,NA,NA,NA,NA,NA,NA,Juan,Brito,Juan Ramon,205,71,R,R,2002-05-03,2004-10-03,britj002,britoju01,NA,1979-11-07
pondar01,1873,1,19,USA,MA,Saugus,1930,9,19,Philippines,NA,Cebu,Arlie,Pond,Erasmus Arlington,160,70,R,R,1895-07-04,1898-07-06,ponda101,pondar01,1930-09-19,1873-01-19
lewisji02,1964,7,20,USA,MI,Jackson,NA,NA,NA,NA,NA,NA,Jim,Lewis,James Steven,200,74,R,R,1991-08-09,1991-10-05,lewij002,lewisji02,NA,1964-07-20
massago01,1935,9,2,USA,OH,Cincinnati,2016,7,16,USA,OH,Cincinnati,Gordon,Massa,Gordon Richard,210,75,L,R,1957-09-24,1958-09-14,massg101,massago01,2016-07-16,1935-09-02
cumbejo01,1947,5,10,USA,ME,Westbrook,NA,NA,NA,NA,NA,NA,John,Cumberland,John Sheldon,185,72,R,L,1968-09-27,1974-07-27,cumbj101,cumbejo01,NA,1947-05-10
hoeslj01,1990,3,5,USA,DC,Washington,NA,NA,NA,NA,NA,NA,L. J.,Hoes,Jerome O'Bryan,200,72,R,R,2012-09-25,2015-07-23,hoesl001,hoeslj01,NA,1990-03-05
mcdanli01,1935,12,13,USA,OK,Hollis,2020,11,14,USA,TX,Carrollton,Lindy,McDaniel,Lyndall Dale,195,75,R,R,1955-09-02,1975-09-27,mcdal101,mcdanli01,2020-11-14,1935-12-13
cantujo01,1982,1,30,USA,TX,McAllen,NA,NA,NA,NA,NA,NA,Jorge,Cantu,Jorge Luis,205,75,R,R,2004-07-17,2011-06-14,cantj001,cantujo01,NA,1982-01-30
torgeea01,1924,1,1,USA,WA,Snohomish,1990,11,8,USA,WA,Everett,Earl,Torgeson,Clifford Earl,180,75,L,L,1947-04-15,1961-08-23,torge101,torgeea01,1990-11-08,1924-01-01
mejiaje01,1989,10,11,D.R.,Azua,Tabara Arriba,NA,NA,NA,NA,NA,NA,Jenrry,Mejia,Jenrry Manuel,205,72,R,R,2010-04-07,2015-07-26,mejij001,mejiaje01,NA,1989-10-11
shoreer01,1891,3,24,USA,NC,East Bend,1980,9,24,USA,NC,Winston-Salem,Ernie,Shore,Ernest Grady,220,76,R,R,1912-06-20,1920-08-22,shore101,shoreer01,1980-09-24,1891-03-24
aguirha01,1931,1,31,USA,CA,Azusa,1994,9,5,USA,MI,Bloomfield Hills,Hank,Aguirre,Henry John,205,76,R,L,1955-09-10,1970-06-24,aguih101,aguirha01,1994-09-05,1931-01-31
jurisal01,1921,8,25,USA,LA,New Orleans,1981,11,3,USA,LA,New Orleans,Al,Jurisich,Alvin Joseph,193,74,R,R,1944-04-26,1947-09-21,juria101,jurisal01,1981-11-03,1921-08-25
russjo01,1858,4,1,USA,IN,Cannelton,1912,1,18,USA,KY,Louisville,John,Russ,John,NA,NA,NA,NA,1882-07-04,1882-07-04,russj104,russjo01,1912-01-18,1858-04-01
mormaru01,1962,4,28,USA,MO,Independence,NA,NA,NA,NA,NA,NA,Russ,Morman,Russell Lee,215,76,R,R,1986-08-03,1997-09-27,mormr001,mormaru01,NA,1962-04-28
jorgepi01,1914,11,21,USA,CA,Laton,1996,5,2,USA,CA,Santa Cruz,Pinky,Jorgensen,Carl,195,73,R,R,1937-09-14,1937-09-30,jorgp101,jorgepi01,1996-05-02,1914-11-21
loundo01,1940,11,9,USA,MD,Frederick,NA,NA,NA,NA,NA,NA,Don,Loun,Donald Nelson,185,74,R,L,1964-09-23,1964-10-03,lound101,loundo01,NA,1940-11-09
alexada01,1903,4,26,USA,TN,Greeneville,1979,3,2,USA,TN,Greeneville,Dale,Alexander,David Dale,210,75,R,R,1929-04-16,1933-09-23,alexd101,alexada01,1979-03-02,1903-04-26
gladdfr01,1936,6,28,USA,MI,Flat Rock,2015,5,21,USA,SC,Columbia,Fred,Gladding,Fred Earl,220,73,L,R,1961-07-01,1973-06-02,gladf102,gladdfr01,2015-05-21,1936-06-28
stevero01,1855,1,1,USA,CA,San Francisco,1900,11,4,USA,WA,Seattle,Robert,Stevens,Robert Edward,NA,NA,NA,NA,1875-05-04,1875-05-04,stevr102,stevero01,1900-11-04,1855-01-01
cornema01,1951,8,5,USA,KS,Wellington,NA,NA,NA,NA,NA,NA,Mardie,Cornejo,Nieves Mardie,200,75,R,R,1978-04-08,1978-09-29,cornm101,cornema01,NA,1951-08-05
malloji01,1918,9,1,USA,VA,Lawrenceville,2001,8,6,USA,NC,Greenville,Jim,Mallory,James Baugh,170,73,R,R,1940-09-08,1945-08-25,mallj101,malloji01,2001-08-06,1918-09-01
thompri03,1984,7,1,Australia,New South Wales,Hornsby,NA,NA,NA,NA,NA,NA,Rich,Thompson,Richard Graeme,210,73,R,R,2007-09-01,2012-04-23,thomr006,thompri03,NA,1984-07-01
niedeto01,1959,8,13,USA,MN,St. Louis Park,NA,NA,NA,NA,NA,NA,Tom,Niedenfuer,Thomas Edward,225,77,R,R,1981-08-15,1990-09-20,niedt001,niedeto01,NA,1959-08-13
jonesar01,1906,2,7,USA,SC,Kershaw,1980,11,25,USA,SC,Columbia,Art,Jones,Arthur Lennox,165,72,R,R,1932-04-23,1932-04-23,jonea101,jonesar01,1980-11-25,1906-02-07
breweto01,1931,9,3,USA,NC,Wadesboro,2018,2,15,USA,SC,Cheraw,Tom,Brewer,Thomas Austin,175,73,R,R,1954-04-18,1961-09-27,brewt101,breweto01,2018-02-15,1931-09-03
wardco01,1960,11,22,USA,CA,Los Angeles,NA,NA,NA,NA,NA,NA,Colin,Ward,Colin Norval,190,75,L,L,1985-09-21,1985-10-06,wardc002,wardco01,NA,1960-11-22
bogarjo01,1900,9,21,USA,PA,Bloomsburg,1986,12,7,USA,NY,Clarence,John,Bogart,John Renzie,195,74,R,R,1920-09-17,1920-10-03,bogaj101,bogarjo01,1986-12-07,1900-09-21
damicje02,1974,11,9,USA,CA,Inglewood,NA,NA,NA,NA,NA,NA,Jeff,D'Amico,Jeffrey Michael,200,75,R,R,2000-06-03,2000-07-07,damij002,d'amije02,NA,1974-11-09
littlca01,1901,10,6,USA,TX,Irene,1977,10,27,USA,MO,Kansas City,Carlisle,Littlejohn,Charles Carlisle,175,70,R,R,1927-05-11,1928-06-23,littc101,littlca01,1977-10-27,1901-10-06
wardco02,1964,1,2,USA,MI,Lansing,NA,NA,NA,NA,NA,NA,Colby,Ward,Robert Colby,185,74,R,R,1990-07-27,1990-09-27,wardc003,wardco02,NA,1964-01-02
munnisc01,1958,12,5,USA,OH,Cincinnati,NA,NA,NA,NA,NA,NA,Scott,Munninghoff,Scott Andrew,175,72,R,R,1980-04-13,1980-05-04,munns101,munnisc01,NA,1958-12-05
rumbeni01,1991,9,6,USA,TX,Bullard,NA,NA,NA,NA,NA,NA,Nick,Rumbelow,Nicholas Bruno,190,72,R,R,2015-06-23,2019-03-31,rumbn001,rumbeni01,NA,1991-09-06
karnuja01,1976,5,15,USA,IL,La Grange,NA,NA,NA,NA,NA,NA,Jason,Karnuth,Jason Andre,190,74,R,R,2001-04-20,2005-09-28,karnj001,karnuja01,NA,1976-05-15
caskecr01,1949,12,11,USA,CA,Visalia,NA,NA,NA,NA,NA,NA,Craig,Caskey,Craig Douglas,185,71,B,L,1973-07-19,1973-09-30,caskc101,caskecr01,NA,1949-12-11
kelletr01,1993,10,20,USA,RI,Providence,NA,NA,NA,NA,NA,NA,Trevor,Kelley,Trevor Michael,210,74,R,R,2019-07-02,2020-08-10,kellt002,kelletr01,NA,1993-10-20
dunstsh01,1963,3,21,USA,NY,Brooklyn,NA,NA,NA,NA,NA,NA,Shawon,Dunston,Shawon Donnell,175,73,R,R,1985-04-09,2002-09-29,dunss001,dunstsh01,NA,1963-03-21
walkebi01,1903,10,7,USA,IL,East St. Louis,1966,6,14,USA,IL,East St. Louis,Bill,Walker,William Henry,175,72,R,L,1927-09-13,1936-09-14,walkb101,walkebi01,1966-06-14,1903-10-07
jacobla01,1894,12,13,USA,OH,Cincinnati,1965,8,19,USA,OH,North College Hill,Larry,Jacobus,Stuart Louis,186,74,B,R,1918-07-15,1918-08-01,jacol101,jacobla01,1965-08-19,1894-12-13
seweljo01,1898,10,9,USA,AL,Titus,1990,3,6,USA,AL,Mobile,Joe,Sewell,Joseph Wheeler,155,66,L,R,1920-09-10,1933-09-24,sewej101,seweljo01,1990-03-06,1898-10-09
williji99,1847,1,4,USA,OH,Catawba,1918,10,23,USA,NY,Westbury,Jimmy,Williams,James Andrew,NA,NA,NA,NA,NA,NA,willj801,williji99,1918-10-23,1847-01-04
locklge01,1949,7,19,USA,NC,Lumberton,NA,NA,NA,NA,NA,NA,Gene,Locklear,Gene,165,70,L,R,1973-04-05,1977-10-02,lockg101,locklge01,NA,1949-07-19
mooreke02,1970,10,29,USA,MI,Detroit,NA,NA,NA,NA,NA,NA,Kerwin,Moore,Kerwin Lamar,190,73,B,R,1996-08-30,1996-09-29,moork001,mooreke02,NA,1970-10-29
kellyji01,1884,2,1,USA,NJ,Bloomfield,1961,4,10,USA,TN,Kingsport,Jim,Kelly,James Robert,180,70,L,R,1914-04-24,1918-09-02,kellj105,kellyji01,1961-04-10,1884-02-01
sewellu01,1901,1,5,USA,AL,Titus,1987,5,14,USA,OH,Akron,Luke,Sewell,James Luther,160,69,R,R,1921-06-30,1942-08-01,sewel101,sewellu01,1987-05-14,1901-01-05
slegeaa01,1992,9,4,USA,CA,Long Beach,NA,NA,NA,NA,NA,NA,Aaron,Slegers,Aaron Allan,260,82,R,R,2017-08-17,2021-08-19,slega001,slegeaa01,NA,1992-09-04
dwyerdo01,1903,3,27,USA,NJ,Orange,1992,10,21,USA,NJ,Glen Ridge,Joe,Dwyer,Joseph Michael,186,69,L,L,1937-04-20,1937-05-17,dwyej101,dwyerdo01,1992-10-21,1903-03-27
